key,name,value,unit,gas,gwp_set,ghg_scope,ghg_category,source_id,source_ref,retrieved,note,updated,value_invalid,is_duplicate_key,is_biogenic_memo,gwp_set_missing_structural,gwp_set_missing_unexpected,note_missing,outlier_flag,outlier_reason
fuels.gbr.coal_electricity_generation_home_produced_coal_only.tonne,UK Coal (electricity generation - home produced coal only) — combustion (tonnes),2226.7367,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D146,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.coal_industrial.kwh_gcv,UK Coal (industrial) — combustion (kWh (Gross CV)),0.32512,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D133,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.coal_industrial.kwh_ncv,UK Coal (industrial) — combustion (kWh (Net CV)),0.34223,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D132,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.coal_industrial.tonne,UK Coal (industrial) — combustion (tonnes),2415.03994,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D131,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.coking_coal.kwh_gcv,UK Coking coal — combustion (kWh (Gross CV)),0.3579,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D142,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.coking_coal.kwh_ncv,UK Coking coal — combustion (kWh (Net CV)),0.37675,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D141,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.coking_coal.tonne,UK Coking coal — combustion (tonnes),3164.65002,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D140,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.diesel_100_mineral_diesel.kwh_gcv,UK Diesel (100% mineral diesel) — combustion (kWh (Gross CV)),0.25197,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D78,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.diesel_100_mineral_diesel.kwh_ncv,UK Diesel (100% mineral diesel) — combustion (kWh (Net CV)),0.26806,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D77,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.diesel_100_mineral_diesel.litre,UK Diesel (100% mineral diesel) — combustion (litres),2.66155,kg CO2e per litre,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D76,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.diesel_100_mineral_diesel.tonne,UK Diesel (100% mineral diesel) — combustion (tonnes),3203.91143,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D75,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.diesel_average_biofuel_blend.kwh_gcv,UK Diesel (average biofuel blend) — combustion (kWh (Gross CV)),0.2452,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D74,2026-06-18,Biofuel blend — CH4 component dominated by fossil; trace biogenic CH4 not separately resolved by DEFRA.,2026-06-18,False,False,False,False,False,False,False,
fuels.gbr.diesel_average_biofuel_blend.kwh_ncv,UK Diesel (average biofuel blend) — combustion (kWh (Net CV)),0.26071,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D73,2026-06-18,Biofuel blend — CH4 component dominated by fossil; trace biogenic CH4 not separately resolved by DEFRA.,2026-06-18,False,False,False,False,False,False,False,
fuels.gbr.diesel_average_biofuel_blend.litre,UK Diesel (average biofuel blend) — combustion (litres),2.58354,kg CO2e per litre,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D72,2026-06-18,Biofuel blend — CH4 component dominated by fossil; trace biogenic CH4 not separately resolved by DEFRA.,2026-06-18,False,False,False,False,False,False,False,
fuels.gbr.diesel_average_biofuel_blend.tonne,UK Diesel (average biofuel blend) — combustion (tonnes),3104.16462,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D71,2026-06-18,Biofuel blend — CH4 component dominated by fossil; trace biogenic CH4 not separately resolved by DEFRA.,2026-06-18,False,False,False,False,False,False,False,
fuels.gbr.forecourt_biogenic.diesel_average_biofuel_blend.kwh,UK Diesel (average biofuel blend) — biogenic CO2 memo (kWh),0.01,kg CO2 per kWh,CO2,,outside_scopes,biogenic_co2_memo,DEFRA_2026,'Outside of scopes'!D23,2026-06-18,Biogenic CO2 memo — outside GHG Protocol scope totals. Pair with parent combustion row fuels.uk.diesel_average_biofuel_blend.kwh for full forecourt-blend accounting.,2026-06-18,False,False,True,True,False,False,True,log-z=-7.82
fuels.gbr.forecourt_biogenic.diesel_average_biofuel_blend.litre,UK Diesel (average biofuel blend) — biogenic CO2 memo (litres),0.14,kg CO2 per litre,CO2,,outside_scopes,biogenic_co2_memo,DEFRA_2026,'Outside of scopes'!D22,2026-06-18,Biogenic CO2 memo — outside GHG Protocol scope totals. Pair with parent combustion row fuels.uk.diesel_average_biofuel_blend.litre for full forecourt-blend accounting.,2026-06-18,False,False,True,True,False,False,True,log-z=-39.07
fuels.gbr.forecourt_biogenic.diesel_average_biofuel_blend.tonne,UK Diesel (average biofuel blend) — biogenic CO2 memo (tonnes),163.17,kg CO2 per tonne,CO2,,outside_scopes,biogenic_co2_memo,DEFRA_2026,'Outside of scopes'!D21,2026-06-18,Biogenic CO2 memo — outside GHG Protocol scope totals. Pair with parent combustion row fuels.uk.diesel_average_biofuel_blend.tonne for full forecourt-blend accounting.,2026-06-18,False,False,True,True,False,False,True,log-z=-5.10
fuels.gbr.forecourt_biogenic.petrol_average_biofuel_blend.kwh,UK Petrol (average biofuel blend) — biogenic CO2 memo (kWh),0.01,kg CO2 per kWh,CO2,,outside_scopes,biogenic_co2_memo,DEFRA_2026,'Outside of scopes'!D26,2026-06-18,Biogenic CO2 memo — outside GHG Protocol scope totals. Pair with parent combustion row fuels.uk.petrol_average_biofuel_blend.kwh for full forecourt-blend accounting.,2026-06-18,False,False,True,True,False,False,True,log-z=-7.82
fuels.gbr.forecourt_biogenic.petrol_average_biofuel_blend.litre,UK Petrol (average biofuel blend) — biogenic CO2 memo (litres),0.13,kg CO2 per litre,CO2,,outside_scopes,biogenic_co2_memo,DEFRA_2026,'Outside of scopes'!D25,2026-06-18,Biogenic CO2 memo — outside GHG Protocol scope totals. Pair with parent combustion row fuels.uk.petrol_average_biofuel_blend.litre for full forecourt-blend accounting.,2026-06-18,False,False,True,True,False,False,True,log-z=-40.09
fuels.gbr.forecourt_biogenic.petrol_average_biofuel_blend.tonne,UK Petrol (average biofuel blend) — biogenic CO2 memo (tonnes),177.88,kg CO2 per tonne,CO2,,outside_scopes,biogenic_co2_memo,DEFRA_2026,'Outside of scopes'!D24,2026-06-18,Biogenic CO2 memo — outside GHG Protocol scope totals. Pair with parent combustion row fuels.uk.petrol_average_biofuel_blend.tonne for full forecourt-blend accounting.,2026-06-18,False,False,True,True,False,False,True,log-z=-4.88
fuels.gbr.fuel_oil.kwh_gcv,UK Fuel oil — combustion (kWh (Gross CV)),0.26813,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D82,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.fuel_oil.kwh_ncv,UK Fuel oil — combustion (kWh (Net CV)),0.28523,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D81,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.fuel_oil.litre,UK Fuel oil — combustion (litres),3.17492,kg CO2e per litre,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D80,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.fuel_oil.tonne,UK Fuel oil — combustion (tonnes),3228.89019,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D79,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.gas_oil.kwh_gcv,UK Gas oil — combustion (kWh (Gross CV)),0.2565,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D86,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.gas_oil.kwh_ncv,UK Gas oil — combustion (kWh (Net CV)),0.27288,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D85,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.gas_oil.litre,UK Gas oil — combustion (litres),2.75541,kg CO2e per litre,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D84,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.gas_oil.tonne,UK Gas oil — combustion (tonnes),3226.57859,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D83,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.lng.kwh_gcv,UK LNG — combustion (kWh (Gross CV)),0.18442,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D34,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.lng.kwh_ncv,UK LNG — combustion (kWh (Net CV)),0.20434,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D33,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.lng.litre,UK LNG — combustion (litres),1.14791,kg CO2e per litre,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D32,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.lng.tonne,UK LNG — combustion (tonnes),2536.85441,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D31,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.lpg.kwh_gcv,UK LPG — combustion (kWh (Gross CV)),0.2145,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D38,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.lpg.kwh_ncv,UK LPG — combustion (kWh (Net CV)),0.23032,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D37,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.lpg.litre,UK LPG — combustion (litres),1.55713,kg CO2e per litre,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D36,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.lpg.tonne,UK LPG — combustion (tonnes),2939.36095,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D35,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.lubricants.kwh_gcv,UK Lubricants — combustion (kWh (Gross CV)),0.26414,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D90,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.lubricants.kwh_ncv,UK Lubricants — combustion (kWh (Net CV)),0.281,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D89,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.lubricants.litre,UK Lubricants — combustion (litres),2.74934,kg CO2e per litre,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D88,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.lubricants.tonne,UK Lubricants — combustion (tonnes),3180.99992,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D87,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.marine_fuel_oil.kwh_gcv,UK Marine fuel oil — combustion (kWh (Gross CV)),0.26197,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D126,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.marine_fuel_oil.kwh_ncv,UK Marine fuel oil — combustion (kWh (Net CV)),0.27869,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D125,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.marine_fuel_oil.litre,UK Marine fuel oil — combustion (litres),3.10202,kg CO2e per litre,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D124,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.marine_fuel_oil.tonne,UK Marine fuel oil — combustion (tonnes),3154.75334,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D123,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.marine_gas_oil.kwh_gcv,UK Marine gas oil — combustion (kWh (Gross CV)),0.25798,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D122,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.marine_gas_oil.kwh_ncv,UK Marine gas oil — combustion (kWh (Net CV)),0.27445,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D121,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.marine_gas_oil.litre,UK Marine gas oil — combustion (litres),2.77139,kg CO2e per litre,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D120,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.marine_gas_oil.tonne,UK Marine gas oil — combustion (tonnes),3245.30441,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D119,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.naphtha.kwh_gcv,UK Naphtha — combustion (kWh (Gross CV)),0.23647,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D94,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.naphtha.kwh_ncv,UK Naphtha — combustion (kWh (Net CV)),0.24891,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D93,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.naphtha.litre,UK Naphtha — combustion (litres),2.11894,kg CO2e per litre,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D92,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.naphtha.tonne,UK Naphtha — combustion (tonnes),3142.3789,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D91,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.natural_gas.kwh_gcv,UK Natural gas — combustion (kWh (Gross CV)),0.18231,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D42,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.natural_gas.kwh_ncv,UK Natural gas — combustion (kWh (Net CV)),0.20199,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D41,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.natural_gas.m3,UK Natural gas — combustion (cubic metres),2.02633,kg CO2e per m3,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D40,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.natural_gas.tonne,UK Natural gas — combustion (tonnes),2507.72441,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D39,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.natural_gas_100_mineral_blend.kwh_gcv,UK Natural gas (100% mineral blend) — combustion (kWh (Gross CV)),0.18442,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D46,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.natural_gas_100_mineral_blend.kwh_ncv,UK Natural gas (100% mineral blend) — combustion (kWh (Net CV)),0.20434,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D45,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.natural_gas_100_mineral_blend.m3,UK Natural gas (100% mineral blend) — combustion (cubic metres),2.04987,kg CO2e per m3,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D44,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.natural_gas_100_mineral_blend.tonne,UK Natural gas (100% mineral blend) — combustion (tonnes),2536.85441,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D43,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.other_petroleum_gas.kwh_gcv,UK Other petroleum gas — combustion (kWh (Gross CV)),0.18323,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D50,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.other_petroleum_gas.kwh_ncv,UK Other petroleum gas — combustion (kWh (Net CV)),0.19917,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D49,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.other_petroleum_gas.litre,UK Other petroleum gas — combustion (litres),0.94442,kg CO2e per litre,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D48,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.other_petroleum_gas.tonne,UK Other petroleum gas — combustion (tonnes),2578.24647,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D47,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.petrol_100_mineral_petrol.kwh_gcv,UK Petrol (100% mineral petrol) — combustion (kWh (Gross CV)),0.24189,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D102,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.petrol_100_mineral_petrol.kwh_ncv,UK Petrol (100% mineral petrol) — combustion (kWh (Net CV)),0.25464,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D101,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.petrol_100_mineral_petrol.litre,UK Petrol (100% mineral petrol) — combustion (litres),2.35372,kg CO2e per litre,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D100,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.petrol_100_mineral_petrol.tonne,UK Petrol (100% mineral petrol) — combustion (tonnes),3154.08213,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D99,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.petrol_average_biofuel_blend.kwh_gcv,UK Petrol (average biofuel blend) — combustion (kWh (Gross CV)),0.21938,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D98,2026-06-18,Biofuel blend — CH4 component dominated by fossil; trace biogenic CH4 not separately resolved by DEFRA.,2026-06-18,False,False,False,False,False,False,False,
fuels.gbr.petrol_average_biofuel_blend.kwh_ncv,UK Petrol (average biofuel blend) — combustion (kWh (Net CV)),0.23164,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D97,2026-06-18,Biofuel blend — CH4 component dominated by fossil; trace biogenic CH4 not separately resolved by DEFRA.,2026-06-18,False,False,False,False,False,False,False,
fuels.gbr.petrol_average_biofuel_blend.litre,UK Petrol (average biofuel blend) — combustion (litres),2.075,kg CO2e per litre,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D96,2026-06-18,Biofuel blend — CH4 component dominated by fossil; trace biogenic CH4 not separately resolved by DEFRA.,2026-06-18,False,False,False,False,False,False,False,
fuels.gbr.petrol_average_biofuel_blend.tonne,UK Petrol (average biofuel blend) — combustion (tonnes),2765.46935,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D95,2026-06-18,Biofuel blend — CH4 component dominated by fossil; trace biogenic CH4 not separately resolved by DEFRA.,2026-06-18,False,False,False,False,False,False,False,
fuels.gbr.petroleum_coke.kwh_gcv,UK Petroleum coke — combustion (kWh (Gross CV)),0.34092,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D145,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.petroleum_coke.kwh_ncv,UK Petroleum coke — combustion (kWh (Net CV)),0.35887,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D144,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.petroleum_coke.tonne,UK Petroleum coke — combustion (tonnes),3386.57168,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D143,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.processed_fuel_oils_distillate_oil.kwh_gcv,UK Processed fuel oils - distillate oil — combustion (kWh (Gross CV)),0.2565,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D110,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.processed_fuel_oils_distillate_oil.kwh_ncv,UK Processed fuel oils - distillate oil — combustion (kWh (Net CV)),0.27288,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D109,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.processed_fuel_oils_distillate_oil.litre,UK Processed fuel oils - distillate oil — combustion (litres),2.75541,kg CO2e per litre,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D108,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.processed_fuel_oils_distillate_oil.tonne,UK Processed fuel oils - distillate oil — combustion (tonnes),3226.57859,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D107,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.processed_fuel_oils_residual_oil.kwh_gcv,UK Processed fuel oils - residual oil — combustion (kWh (Gross CV)),0.26813,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D106,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.processed_fuel_oils_residual_oil.kwh_ncv,UK Processed fuel oils - residual oil — combustion (kWh (Net CV)),0.28523,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D105,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.processed_fuel_oils_residual_oil.litre,UK Processed fuel oils - residual oil — combustion (litres),3.17492,kg CO2e per litre,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D104,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.processed_fuel_oils_residual_oil.tonne,UK Processed fuel oils - residual oil — combustion (tonnes),3228.89019,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D103,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.propane.kwh_gcv,UK Propane — combustion (kWh (Gross CV)),0.2141,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D54,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.propane.kwh_ncv,UK Propane — combustion (kWh (Net CV)),0.23258,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D53,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.propane.litre,UK Propane — combustion (litres),1.54358,kg CO2e per litre,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D52,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.propane.tonne,UK Propane — combustion (tonnes),2997.63233,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D51,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.refinery_miscellaneous.kwh_gcv,UK Refinery miscellaneous — combustion (kWh (Gross CV)),0.24663,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D114,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.refinery_miscellaneous.kwh_ncv,UK Refinery miscellaneous — combustion (kWh (Net CV)),0.25961,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D113,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.refinery_miscellaneous.tonne,UK Refinery miscellaneous — combustion (tonnes),2944.32093,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D111,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.waste_oils.kwh_gcv,UK Waste oils — combustion (kWh (Gross CV)),0.25641,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D118,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.waste_oils.kwh_ncv,UK Waste oils — combustion (kWh (Net CV)),0.27459,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D117,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.waste_oils.litre,UK Waste oils — combustion (litres),2.74924,kg CO2e per litre,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D116,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.waste_oils.tonne,UK Waste oils — combustion (tonnes),3219.37916,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D115,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
